C:\intern\sample-data.csv   1 channel (mono)
-64.85771
-49.35504
-44.07777
-49.58313
-51.44001
-48.89768
-57.47946
-45.92596
-54.44358
-45.84226
-42.72030
-54.25100
-50.52879
-71.73212
-42.84137
-39.38784
-43.05543
-64.53229
-74.09461
-45.32059
-40.48568
-41.71757
-48.28765
-56.10142
-50.76169
-45.67534
-45.24816
-52.86157
-72.48939
-87.78365
-59.47727
-60.10504
-60.01191
-60.73865
-66.05591
-60.05620
-53.60194
-51.77646
-53.62629
-56.35297
-56.14585
-54.96224
-58.43609
-85.98433
-84.32244
-54.93982
-53.02442
-57.74632
-97.96713
-62.07077
-66.45568
-50.46194
-48.24146
-55.69634
-59.07145
-53.42145
-59.24244
-46.00454
-44.53664
-48.11464
-61.87215
-98.16230
-53.82276
-45.45321
-46.38250
-56.49373
-54.84903
-51.21271
-68.84434
-55.01812
-53.43492
-65.75471
-61.34014
-55.05302
-53.70750
-58.15648
-56.08447
-51.88179
-65.30622
-61.25333
-61.35791
-50.29900
-43.71620
-43.59784
-46.79462
-49.12845
-47.41027
-45.20344
-43.46757
-43.92497
-43.51435
-44.03436
-45.72842
-48.89033
-50.54208
-47.33753
-45.66809
-48.01023
-64.15733
-48.98805
-52.81491
-55.51494
-49.78354
-84.83590
-45.91042
-42.90040
-49.74968
-65.35716
-60.85474
-53.23474
-45.66429
-47.59912
-55.31800
-55.86146
-51.84860
-52.27083
-55.03697
-57.15000
-48.84187
-45.04355
-48.73959
-60.87132
-51.53013
-55.64679
-42.75428
-41.67389
-51.11254
-51.10255
-54.12817
-48.31619
-42.25725
-46.00372
-55.55829
-45.69402
-51.76586
-52.87301
-45.53439
-49.19936
-58.64013
-46.92428
-47.14993
-59.70595
-54.02742
-53.42639
-54.59355
-43.41806
-43.45775
-59.36605
-46.59878
-48.61938
-50.65449
-42.17511
-44.25708
-64.54450
-47.12499
-69.74810
-44.49101
-42.13458
-47.83872
-59.58518
-56.66337
-51.35992
-43.50824
-43.13298
-47.59702
-53.41193
-50.90140
-47.19845
-46.27009
-48.03449
-49.13495
-47.67285
-47.72215
-49.65695
-55.53582
-55.82380
-50.43760
-52.33600
-68.67883
-53.42582
-50.54745
-54.05649
-55.81690
-51.59919
-47.37355
-47.25142
-48.79202
-46.90613
-43.06411
-41.49288
-44.57368
-49.65194
-45.66009
-39.96663
-37.95527
-40.16240
-45.58141
-46.42862
-39.95509
-36.42886
-37.20189
-39.93183
-40.98594
-38.41456
-36.11348
-36.23983
-37.71668
-37.99206
-37.07296
-37.23660
-38.05237
-38.81250
-38.01417
-37.11098
-38.18098
-40.73049
-42.14347
-39.88077
-39.23865
-41.60002
-47.40359
-51.48791
-44.39994
-41.56008
-45.12634
-126.86407
-57.39434
-47.89038
-39.83931
-40.27268
-52.59641
-48.87050
-71.15075
-40.27177
-36.05195
-39.30446
-63.94431
-45.03124
-61.26883
-38.19480
-35.39553
-40.74461
-47.87803
-40.23743
-50.22391
-42.75305
-39.67086
-68.34410
-37.62588
-35.27087
-39.72611
-63.01506
-48.27439
-46.12775
-35.12549
-33.42439
-37.34051
-51.08068
-70.92394
-40.92541
-34.33810
-33.93222
-41.07689
-51.94580
-51.58177
-43.20397
-36.01011
-38.19152
-58.15280
-49.21083
-52.18185
-39.00228
-38.57666
-49.91966
-50.27491
-62.46997
-41.79498
-40.10097
-50.17483
-51.00866
-60.83043
-40.55981
-37.50855
-42.57110
-57.16873
-53.60739
-43.54378
-37.05416
-38.77016
-55.81793
-45.85701
-80.71743
-39.70210
-36.08252
-40.36027
-54.14327
-47.91173
-46.00424
-36.41811
-36.21869
-44.95712
-49.36155
-72.64583
-39.23863
-35.71201
-37.89109
-49.18432
-62.40645
-43.76162
-37.79518
-37.66017
-42.38953
-48.81418
-47.17208
-42.24914
-41.14410
-42.24519
-43.35387
-44.14016
-44.83329
-45.46537
-45.51047
-44.03686
-42.02830
-42.08389
-43.25662
-45.08283
-47.47621
-46.00412
-43.18366
-40.60593
-39.60788
-44.32188
-68.74879
-86.31059
-43.86088
-36.82193
-37.97468
-60.80497
-42.02832
-49.44679
-40.24699
-35.89508
-42.64581
-42.32754
-38.19966
-54.36668
-38.55826
-37.76895
-68.73348
-37.92540
-37.71273
-66.97928
-39.52155
-40.33803
-53.07835
-37.81453
-38.65449
-64.96348
-40.38328
-41.80017
-52.73647
-38.50929
-38.92708
-55.41340
-44.53427
-47.57705
-44.51000
-36.98698
-36.95251
-43.24531
-65.36606
-65.32482
-41.11893
-35.37265
-35.24095
-39.57857
-48.90199
-47.43544
-38.52167
-34.62259
-34.72369
-40.43008
-52.80037
-50.77039
-40.38759
-36.85830
-38.81850
-46.67872
-82.52962
-51.40812
-42.52021
-39.47161
-41.54389
-52.06307
-64.14630
-50.32100
-42.21035
-40.70573
-44.52423
-55.46336
-53.63705
-43.23171
-39.54672
-41.03025
-52.36464
-77.53586
-48.47956
-41.86027
-44.14621
-73.48404
-48.21612
-52.82783
-52.33561
-50.52146
-51.40976
-42.78648
-43.87112
-48.88643
-48.73219
-42.92360
-39.88193
-41.34894
-45.84521
-45.49678
-42.18505
-41.01525
-43.03449
-49.45923
-55.80468
-49.45903
-44.29696
-43.00865
-44.81279
-54.14932
-66.45015
-63.72924
-46.06401
-41.87195
-46.87736
-56.03669
-46.58365
-65.64177
-40.95300
-40.38336
-55.80813
-43.94423
-47.20618
-45.16147
-38.88003
-44.82756
-48.38749
-43.67337
-70.93377
-42.02140
-44.89657
-55.43284
-45.49094
-62.98174
-44.78950
-47.46667
-51.18228
-44.11140
-57.62732
-44.55223
-45.26540
-50.72032
-41.66884
-49.57878
-44.89097
-42.02490
-60.55073
-43.21854
-43.84485
-54.28762
-42.81664
-50.61642
-46.49722
-43.02127
-56.80265
-47.68048
-52.70222
-51.92512
-46.90240
-53.45044
-68.38339
-57.54720
-49.04488
-54.76095
-63.69298
-59.78251
-45.56253
-44.69828
-91.60213
-46.55318
-65.50296
-42.00466
-41.14618
-64.79471
-41.23880
-45.26272
-44.72734
-39.75275
-51.69829
-42.24543
-42.12975
-48.28789
-38.21784
-41.75171
-49.38383
-42.51724
-53.79312
-38.29427
-38.75119
-54.76322
-48.63216
-56.86480
-40.17365
-38.76248
-46.57815
-59.99630
-103.40824
-45.63816
-41.67917
-45.38120
-56.28251
-93.52133
-60.02018
-50.98181
-51.28876
-54.53326
-56.81109
-73.62265
-55.06249
-49.85867
-57.73068
-50.50950
-51.32228
-49.48983
-40.67134
-42.96492
-58.27591
-46.91048
-58.41910
-40.24645
-39.40741
-47.53777
-68.09000
-53.86625
-40.54598
-38.66307
-43.79991
-48.66179
-43.97785
-40.54447
-41.65881
-49.52369
-55.45717
-43.52117
-38.65706
-41.16206
-78.03549
-49.22587
-53.78281
-40.32602
-40.17475
-58.80008
-45.12467
-48.64946
-49.00583
-41.45372
-44.40528
-58.19248
-60.13755
-53.89854
-45.02526
-43.12244
-41.94424
-44.66382
-48.34043
-49.46567
-45.77796
-41.00460
-39.01926
-39.91172
-44.99296
-50.24282
-47.21251
-41.32239
-40.12213
-44.35196
-53.29232
-77.64616
-59.97105
-48.85199
-46.88957
-49.34609
-55.35359
-63.54772
-51.39895
-51.34796
-59.40918
-53.88621
-55.52028
-51.20293
-43.61051
-45.03557
-61.26135
-45.92274
-51.93626
-46.82242
-41.40660
-49.17448
-49.47339
-46.92820
-58.50970
-43.01619
-44.95388
-61.70210
-55.27711
-79.22147
-48.73051
-46.66453
-49.95741
-50.63246
-46.15889
-46.31583
-50.62988
-50.77400
-44.67687
-40.34665
-40.83111
-48.14016
-65.10161
-48.16172
-39.25783
-38.77834
-45.17175
-61.47372
-54.93897
-41.52268
-39.57311
-43.40723
-49.52490
-50.69948
-44.69268
-44.00638
-47.12913
-48.77716
-44.33545
-42.91044
-48.34150
-73.47898
-58.04206
-42.52292
-40.81399
-50.14576
-47.90541
-50.79872
-43.33381
-38.02484
-44.67421
-43.94941
-42.44159
-49.12705
-37.40081
-40.75937
-44.35171
-38.33596
-49.81225
-41.81952
-40.58877
-59.12865
-40.76067
-45.77602
-46.78509
-41.47230
-55.39163
-44.51684
-43.43491
-63.28986
-46.97557
