C:\intern\sample-data2.csv   1 channel (mono)
-34.18381
-27.93178
-30.26052
-47.49944
-46.83533
-38.55449
-31.83022
-32.91306
-38.51674
-44.13122
-44.42861
-39.81921
-36.80250
-36.52642
-34.73502
-34.22524
-35.07835
-38.38634
-36.30599
-31.38973
-28.18879
-27.29799
-29.18981
-29.50279
-28.63213
-27.18082
-26.01039
-26.50783
-30.75346
-40.32983
-42.64648
-35.75299
-37.85705
-32.65123
-25.37536
-26.25173
-32.48475
-32.70939
-24.63192
-21.11510
-22.36485
-28.32016
-32.57062
-26.80667
-22.24050
-22.99643
-30.32582
-49.26618
-36.71907
-27.00914
-25.39021
-29.59212
-40.76237
-45.31906
-36.68661
-29.73431
-27.20496
-28.56440
-36.76051
-43.70704
-47.41514
-29.12537
-25.70324
-30.84222
-45.12307
-36.65813
-41.60461
-27.98509
-28.36674
-40.20683
-37.19768
-50.62135
-32.26379
-29.71076
-33.64674
-46.00256
-44.26332
-38.78152
-37.17641
-35.84705
-35.21489
-36.07044
-51.19656
-48.71803
-45.38050
-34.77576
-35.03122
-51.16069
-35.88482
-45.86348
-35.93391
-34.51784
-59.85303
-36.00371
-41.60339
-39.85648
-38.31974
-46.48003
-35.70256
-38.39050
-51.40750
-41.98362
-51.56702
-36.77954
-38.64931
-42.42120
-35.84362
-44.76100
-41.10605
-39.14096
-55.95335
-38.40097
-39.85483
-53.62838
-39.29623
-42.05610
-45.33224
-38.40428
-48.17609
-42.88534
-41.12706
-58.28283
-42.03539
-46.73630
-49.32495
-46.98923
-52.12156
-40.03019
-40.13473
-51.24164
-60.83387
-44.33443
-35.90313
-36.96442
-46.29443
-55.57951
-47.99946
-37.76466
-38.61565
-90.57765
-41.40375
-45.82452
-41.47175
-33.40873
-39.12207
-44.75248
-41.04332
-47.41998
-34.77985
-37.95140
-47.50713
-39.55771
-64.46878
-45.13766
-54.58658
-42.53618
-41.71121
-53.72004
-52.50269
-39.09415
-32.87631
-33.31343
-37.24392
-38.81124
-33.12932
-29.16948
-29.75710
-33.54994
-33.31088
-29.66613
-28.96954
-30.87984
-32.83979
-29.56944
-26.74013
-27.79787
-33.49159
-36.18043
-30.13669
-27.08394
-28.29692
-37.63483
-47.97546
-34.01738
-28.63440
-29.23838
-37.44760
-55.67279
-38.58066
-30.68881
-31.64669
-39.59951
-83.67420
-47.18488
-34.44259
-33.79644
-39.61498
-48.73233
-44.47364
-40.20746
-37.08605
-37.25677
-39.12915
-42.61179
-50.44279
-54.92131
-40.39227
-35.70870
-36.97555
-44.91670
-54.30345
-45.47071
-40.67337
-36.52330
-33.13238
-32.38001
-34.39334
-41.89239
-44.87053
-33.22326
-27.18409
-26.83671
-32.83766
-57.07284
-61.28456
-31.17457
-27.86718
-33.23380
-40.11007
-34.17072
-42.82492
-53.44882
-45.55890
-32.22130
-28.39398
-28.49157
-31.04993
-32.06620
-30.38406
-26.98689
-25.60081
-28.23781
-35.03857
-42.53555
-33.92869
-27.84539
-28.14025
-37.18077
-42.86453
-52.15060
-33.15824
-30.36829
-39.71428
-37.44631
-41.72616
-33.56665
-29.36160
-33.84714
-49.64353
-49.87673
-29.45664
-25.43717
-27.14985
-37.71153
-62.22670
-34.73473
-26.79344
-26.52518
-32.76853
-61.33541
-53.12882
-33.30149
-30.08349
-31.97042
-38.86260
-59.13387
-59.89144
-46.74689
-37.13079
-33.48675
-36.08528
-48.08037
-65.32889
-38.63154
-31.11860
-30.64120
-36.26475
-71.07123
-51.53240
-38.09386
-37.75001
-66.80199
-39.28571
-46.57779
-64.20660
-53.35608
-40.70569
-43.78448
-50.13154
-53.74846
-42.91911
-37.16816
-46.54846
-49.04434
-51.94759
-36.69560
-35.85781
-49.57762
-46.35305
-55.99006
-36.54699
-35.06414
-41.08645
-51.85671
-41.39766
-35.24918
-36.60381
-43.38044
-52.70477
-41.52943
-38.54041
-56.03480
-41.52326
-46.88542
-40.71806
-38.46669
-54.23815
-40.18422
-42.81829
-50.45250
-67.23953
-41.86943
-35.36933
-33.73128
-34.65843
-35.30651
-34.82961
-33.33098
-31.07931
-30.42637
-31.74387
-32.23712
-31.04084
-28.97392
-28.98530
-31.93664
-35.42362
-34.96686
-33.14933
-33.36788
-37.86593
-78.33222
-53.55251
-40.31259
-33.85228
-36.89405
-62.20514
-43.09239
-50.80382
-36.11217
-35.72472
-44.35890
-42.99361
-36.51782
-36.73496
-51.01341
-43.14328
-62.65866
-34.97686
-29.68734
-31.23474
-41.65015
-55.80702
-34.98016
-27.61546
-25.95068
-29.46309
-37.83223
-35.96524
-28.07488
-25.80740
-28.23508
-34.09668
-34.05768
-28.29184
-26.46888
-28.66862
-32.30053
-31.26400
-29.09794
-29.50781
-33.80940
-35.40462
-31.84215
-32.08313
-37.63699
-96.32168
-41.63560
-31.08120
-29.82155
-35.99171
-57.52381
-55.27528
-33.79100
-29.03368
-30.44031
-38.51403
-57.72711
-44.79135
-31.32351
-27.00483
-28.51382
-40.87689
-37.84092
-46.55655
-32.03473
-27.88727
-32.89505
-33.97197
-28.29691
-40.34104
-30.45204
-29.72347
-42.65089
-27.40721
-29.08011
-62.33729
-37.69359
-44.12139
-31.06611
-31.28967
-40.61775
-58.31202
-43.88673
-39.63712
-36.59721
-37.83967
-47.58418
-50.71960
-37.91661
-30.79640
-29.72496
-33.45070
-40.13982
-43.14875
-33.97881
-29.59197
-30.68997
-41.55158
-38.29452
-36.34714
-42.24260
-60.53806
-48.04266
-35.19327
-31.72275
-32.29622
-40.02533
-61.01786
-42.87184
-31.31670
-29.42038
-33.62906
-47.38803
-42.41305
-32.62280
-30.91732
-34.00385
-41.43733
-40.09646
-35.05709
-32.67147
-33.32709
-34.76572
-34.55413
-33.84669
-32.79612
-33.76809
-35.22875
-35.63804
-34.95876
-36.39143
-39.66457
-40.46885
-39.69606
-38.90452
-41.46064
-41.64962
-39.58196
-41.95670
-56.94837
-50.46267
-51.54353
-66.14636
-75.34628
-47.94684
-44.38539
-45.87214
-51.79396
-48.28761
-54.51574
-65.06398
-61.95416
-58.61167
-46.94410
-41.19190
-47.69696
-42.95238
-39.95314
-56.74219
-43.75780
-46.56917
-41.40076
-38.55348
-54.25091
-42.10565
-43.42334
-50.25073
-45.03302
-60.12005
-43.23063
-47.77592
-43.11587
-37.89974
-45.19338
-56.79771
-58.71898
-43.04450
-37.79020
-42.35253
-49.29261
-46.82494
-40.59712
-36.71808
-36.16484
-36.48511
-35.71495
-35.81202
-37.69764
-38.02724
-35.63686
-33.73054
-32.77780
-34.44811
-38.00122
-36.87420
-35.20523
-34.16846
-33.20812
-33.16341
-34.33504
-37.84347
-40.58287
-37.07950
-33.02210
-31.64294
-34.21266
-39.05816
-37.73814
-35.13926
-33.58784
-33.40262
-34.01981
-36.10207
-42.54055
-74.93394
-82.09007
-39.23202
-37.03872
-46.46868
-36.40064
-30.76227
-33.22030
-43.51127
-54.99541
-42.54695
-31.61869
-27.90616
-29.63026
-35.89377
-43.17721
-39.28426
-29.76666
-25.92017
-26.91529
-34.03546
-46.82158
-35.11244
-27.17673
-25.64700
-29.21260
-35.66117
-33.34903
-28.28190
-28.41895
-32.68223
-37.56794
-34.23534
-30.34888
-32.03988
-43.20425
-55.74404
-38.05464
-30.00562
-29.66832
-37.10898
-50.03229
-50.86169
-33.61378
-30.17502
-31.73798
-35.59028
-35.45001
-36.57534
-37.97164
-34.14817
-30.87484
-31.01962
-42.83467
-36.09795
-37.26102
-40.64281
-32.68000
-41.11132
-34.28616
-31.38494
-44.11156
-37.54101
-44.48159
-35.56264
-34.20711
-62.41591
-39.07763
-58.54050
-41.17019
-51.19376
-34.48987
-34.00162
-39.70806
-47.02413
-40.60745
-36.82014
-37.81891
-38.03258
-39.51285
-43.13370
-52.26412
-39.61835
-45.21902
-47.06658
-42.94459
-38.18869
-29.11232
-28.38071
-34.16485
-46.81014
-34.91157
-27.97643
-27.07278
-32.58149
-42.27219
-36.33882
-31.47693
-30.74528
-34.61876
-39.31965
-35.42712
-32.27697
-32.64432
-37.33395
-46.39214
-48.88115
-39.88296
-34.64470
-35.18482
-40.56397
-45.83095
-41.95666
-37.56431
-34.59058
-37.62474
-54.78529
