C:\intern\sample-data2.csv   1 channel (mono)
Sample Rate: 44100 Hz. Sample values on dB scale.
Length processed: 1000 samples 0.02268 seconds.

-27.64636
-27.99565
-31.19822
-36.87463
-36.97989
-30.22127
-28.06117
-29.78461
-39.32875
-50.17216
-35.72951
-30.00419
-29.88609
-37.02157
-71.55452
-45.63681
-32.50397
-29.91720
-32.67136
-43.87148
-55.81499
-42.37564
-34.67640
-34.03467
-42.07599
-55.76981
-55.29085
-43.63669
-40.89234
-42.89600
-45.68727
-49.78880
-52.64545
-46.94961
-59.96723
-45.66884
-54.02746
-42.46018
-37.18365
-36.95159
-44.83099
-44.04516
-34.20701
-29.81749
-28.57863
-31.02313
-36.22956
-32.80593
-27.94386
-26.83260
-28.42562
-32.06802
-31.05374
-27.07483
-25.23534
-26.19895
-28.19743
-28.46539
-27.80466
-27.21408
-27.21366
-26.91510
-26.41265
-26.60239
-29.31574
-30.82481
-27.80923
-25.78765
-26.55622
-31.98769
-39.71428
-36.42674
-29.48345
-28.59037
-35.22341
-50.86250
-37.73798
-49.30442
-41.77387
-48.51537
-37.38454
-30.90659
-30.88986
-33.16663
-36.29359
-34.15938
-28.93309
-26.73055
-26.55391
-28.39455
-30.63726
-28.21062
-25.77039
-26.09780
-29.52753
-32.59645
-29.59154
-25.90290
-24.98847
-28.49246
-33.29300
-31.26402
-26.73747
-25.24151
-28.01526
-34.65117
-36.43378
-27.95646
-25.14331
-27.50181
-32.64454
-33.84249
-28.37876
-26.37875
-28.92074
-33.95525
-31.23808
-27.75833
-28.29580
-30.14699
-31.19246
-28.31344
-26.32351
-26.83163
-28.39329
-28.47190
-26.65751
-26.05938
-26.58555
-27.35341
-26.01705
-24.27780
-24.71844
-27.37397
-29.10510
-26.46885
-25.06446
-27.08246
-32.72051
-37.23063
-33.95879
-34.20265
-43.75520
-46.32300
-40.06682
-34.00601
-28.67974
-26.59884
-27.64736
-30.42648
-28.52423
-24.14428
-22.87625
-24.64674
-29.13452
-31.16172
-26.27875
-23.17385
-23.87328
-28.42077
-33.18644
-30.58497
-26.36175
-25.51138
-28.32030
-36.27324
-50.24641
-34.80577
-26.66205
-23.67141
-26.18269
-38.23462
-42.32381
-26.77543
-22.01165
-23.39209
-30.81760
-43.42446
-30.73065
-24.06330
-23.27915
-26.81806
-32.64866
-31.78520
-28.56900
-27.50004
-30.40325
-34.95944
-36.20758
-38.69594
-47.24375
-69.44858
-47.44016
-49.79913
-42.92253
-34.08886
-33.16286
-36.94711
-37.85700
-32.77662
-29.98078
-30.29948
-32.98386
-34.81807
-32.89877
-32.43927
-33.62013
-35.96829
-35.10389
-34.39261
-36.05648
-37.62027
-39.86052
-37.00764
-36.22938
-37.12594
-40.30884
-43.93485
-41.81461
-38.28688
-35.54898
-39.52134
-44.62386
-42.46045
-37.74788
-37.02335
-42.55211
-62.56658
-44.68699
-55.54966
-45.97528
-45.23813
-78.75475
-37.52777
-34.32654
-39.58746
-51.39088
-51.16426
-38.53069
-31.72259
-30.99263
-36.15759
-45.44938
-39.41784
-31.96819
-29.63092
-31.95677
-36.27329
-38.82149
-34.86944
-31.59981
-31.49799
-31.30340
-31.41668
-30.79116
-30.06016
-30.14398
-29.99208
-30.03582
-29.26460
-29.04866
-30.44210
-32.50957
-32.09767
-29.74009
-30.59452
-34.48030
-40.89968
-39.26652
-33.90975
-34.27816
-39.10283
-51.44188
-46.92945
-59.68417
-52.92739
-86.10536
-39.84085
-36.90418
-39.41137
-39.58479
-34.19202
-33.20585
-34.68600
-34.31357
-32.34141
-29.01803
-28.26217
-28.69330
-29.08326
-28.69945
-27.91722
-27.57469
-26.75126
-26.47871
-27.22446
-29.46921
-31.74802
-30.67168
-26.99491
-25.35222
-28.97696
-36.98674
-35.97194
-29.29091
-26.45761
-29.49695
-38.05695
-38.38924
-31.35088
-29.72080
-33.60098
-37.67501
-33.93901
-29.21680
-31.11040
-48.27408
-56.63160
